Time,"CH 1, GSR1","CH 2, GSR2","CH 3, GSR3","CH 4, GSR4","CH 5, GSR5"
409,-0.000305176,-0.000305176,-0.000305176,-0.001220703,-0.000305176
410,0.000915527,0.000305176,0.000305176,-0.000305176,0.000915527
411,0.000915527,0,0.000610352,-0.000610352,0.000610352
412,0.000610352,0.000305176,0.000915527,0.000305176,0.000610352
413,0.001220703,0.000915527,0.001525879,-0.000305176,0.001525879
414,-0.001220703,-0.000915527,-0.000305176,-0.000915527,-0.000915527
415,-0.001220703,-0.000915527,-0.000610352,-0.000610352,-0.000915527
416,-0.001220703,-0.000610352,-0.000915527,-0.000915527,0
417,-0.000915527,-0.000915527,-0.000305176,-0.000610352,-0.000610352
418,-0.000915527,-0.000610352,-0.000610352,-0.001220703,-0.000305176
419,-0.000915527,-0.000610352,0,-0.000915527,0
420,-0.001220703,-0.001220703,-0.000610352,-0.000915527,-0.000610352
421,-0.001525879,-0.000915527,-0.000610352,-0.000915527,-0.000915527
422,-0.001525879,-0.000915527,-0.000610352,-0.001220703,-0.000610352
423,-0.001525879,-0.000915527,0,-0.001525879,-0.000610352
424,-0.001525879,-0.001525879,-0.000915527,-0.001220703,-0.001220703
425,-0.002441406,-0.001220703,-0.001525879,-0.001220703,-0.000610352
426,-0.002441406,-0.00213623,-0.001220703,-0.002441406,-0.000305176
427,-0.003356934,-0.001831055,-0.001220703,-0.001220703,-0.001525879
428,-0.000305176,0.000305176,0,-0.001220703,0
429,-0.000915527,0,0,-0.000915527,0.000305176
430,-0.000610352,-0.000915527,-0.000610352,-0.000915527,-0.000610352
431,-0.000610352,-0.000915527,-0.000305176,-0.000915527,-0.000610352
432,-0.000305176,0,0,-0.000610352,0
433,-0.000610352,-0.000610352,0,-0.001525879,0
434,0,-0.000610352,-0.000305176,-0.000915527,-0.000305176
435,-0.000915527,-0.000610352,0,-0.000610352,-0.000305176
436,-0.001220703,-0.000610352,-0.000305176,-0.001220703,-0.000305176
437,-0.000305176,-0.000915527,-0.000610352,-0.000610352,-0.000305176
438,-0.000610352,-0.000915527,-0.000305176,-0.000915527,-0.000610352
439,-0.000915527,-0.000915527,-0.000305176,-0.001525879,-0.000915527
440,-0.001220703,-0.001220703,-0.000305176,-0.000915527,0
441,-0.000610352,-0.000610352,-0.000610352,-0.000915527,0.000305176
442,-0.000305176,-0.000915527,-0.000610352,-0.000915527,-0.000305176
443,0,0,-0.000305176,0,-0.000305176
444,-0.000610352,-0.000610352,0,-0.001525879,-0.000305176
445,0.000305176,-0.000915527,-0.000610352,-0.001220703,0
446,-0.001220703,-0.001220703,-0.000610352,-0.001525879,0.000305176
